smiles,expt,calc,atoms,bonds,charges
CCCC1CCCC1,2.13,2.102,"c3,c3,c3,c5,c5,c5,c5,c5,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc","1-2,1-9,1-10,1-11,2-3,2-12,2-13,3-4,3-14,3-15,4-5,4-8,4-16,5-6,5-17,5-18,6-7,6-19,6-20,7-8,7-21,7-22,8-23,8-24","-0.092101,-0.075400,-0.067400,-0.061700,-0.078900,-0.078900,-0.078900,-0.078900,0.033367,0.033367,0.033367,0.036700,0.036700,0.036200,0.036200,0.040700,0.042450,0.042450,0.038950,0.038950,0.038950,0.038950,0.042450,0.042450"
c1c(cc(cc1Cl)Cl)Cl,-0.78,0.326,"ca,ca,ca,ca,ca,ca,cl,cl,cl,ha,ha,ha","1-2,1-6,1-10,2-3,2-9,3-4,3-11,4-5,4-8,5-6,5-12,6-7","-0.122000,0.031400,-0.122000,0.031400,-0.122000,0.031400,-0.075400,-0.075400,-0.075400,0.166000,0.166000,0.166000"
CCCOC(=O)c1ccc(cc1)O,-9.37,-8.945,"c3,c3,c3,os,c,o,ca,ca,ca,ca,ca,ca,oh,hc,hc,hc,hc,hc,h1,h1,ha,ha,ha,ha,ho","1-2,1-14,1-15,1-16,2-3,2-17,2-18,3-4,3-19,3-20,4-5,5-6,5-7,7-8,7-12,8-9,8-21,9-10,9-22,10-11,10-13,11-12,11-23,12-24,13-25","-0.098100,-0.104400,0.136400,-0.444900,0.655701,-0.550000,-0.174600,-0.034500,-0.205000,0.158100,-0.205000,-0.034500,-0.491100,0.040033,0.040033,0.040033,0.050200,0.050200,0.065700,0.065700,0.159000,0.149000,0.149000,0.159000,0.424000"
c1cc(cc(c1)Cl)O,-6.62,-5.018,"ca,ca,ca,ca,ca,ca,cl,oh,ha,ha,ha,ha,ho","1-2,1-6,1-9,2-3,2-10,3-4,3-8,4-5,4-11,5-6,5-7,6-12,8-13","-0.083000,-0.214000,0.133100,-0.154000,0.050400,-0.161000,-0.089400,-0.493100,0.139000,0.137000,0.165000,0.149000,0.421000"
CC(C)CCO,-4.42,-3.237,"c3,c3,c3,c3,c3,oh,hc,hc,hc,hc,hc,hc,hc,hc,hc,h1,h1,ho","1-2,1-7,1-8,1-9,2-3,2-4,2-10,3-11,3-12,3-13,4-5,4-14,4-15,5-6,5-16,5-17,6-18","-0.091600,-0.067700,-0.091600,-0.120400,0.127400,-0.599802,0.035367,0.035367,0.035367,0.037700,0.035367,0.035367,0.035367,0.054200,0.054200,0.044200,0.044200,0.397000"
CCCCCN,-4.09,-2.835,"c3,c3,c3,c3,c3,n8,hc,hc,hc,hc,hc,hc,hc,hc,hc,h1,h1,hn,hn","1-2,1-7,1-8,1-9,2-3,2-10,2-11,3-4,3-12,3-13,4-5,4-14,4-15,5-6,5-16,5-17,6-18,6-19","-0.092100,-0.081400,-0.079400,-0.084400,0.158800,-0.917799,0.033033,0.033033,0.033033,0.038200,0.038200,0.038200,0.038200,0.050700,0.050700,0.024200,0.024200,0.347300,0.347300"
Cc1c(c(=O)n(c(=O)[nH]1)C(C)(C)C)Cl,-11.14,-13.769,"c3,cc,cd,c,o,n,c,o,ns,c3,c3,c3,c3,cl,hc,hc,hc,hn,hc,hc,hc,hc,hc,hc,hc,hc,hc","1-2,1-15,1-16,1-17,2-3,2-9,3-4,3-14,4-5,4-6,6-7,6-10,7-8,7-9,9-18,10-11,10-12,10-13,11-19,11-20,11-21,12-22,12-23,12-24,13-25,13-26,13-27","-0.077900,0.109400,-0.195800,0.727700,-0.594500,-0.475400,0.813502,-0.639500,-0.471100,0.136400,-0.106767,-0.106767,-0.106767,-0.044400,0.070367,0.070367,0.070367,0.353500,0.051922,0.051922,0.051922,0.051922,0.051922,0.051922,0.051922,0.051922,0.051922"
CC(C)CCC(C)(C)C,2.93,2.97,"c3,c3,c3,c3,c3,c3,c3,c3,c3,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc","1-2,1-10,1-11,1-12,2-3,2-4,2-13,3-14,3-15,3-16,4-5,4-17,4-18,5-6,5-19,5-20,6-7,6-8,6-9,7-21,7-22,7-23,8-24,8-25,8-26,9-27,9-28,9-29","-0.089600,-0.070700,-0.089600,-0.074400,-0.069400,-0.055000,-0.086100,-0.086100,-0.086100,0.032533,0.032533,0.032533,0.049700,0.032533,0.032533,0.032533,0.040700,0.040700,0.039200,0.039200,0.033589,0.033589,0.033589,0.033589,0.033589,0.033589,0.033589,0.033589,0.033589"
CCCCOCCO,-6.25,-3.85,"c3,c3,c3,c3,os,c3,c3,oh,hc,hc,hc,hc,hc,hc,hc,h1,h1,h1,h1,h1,h1,ho","1-2,1-9,1-10,1-11,2-3,2-12,2-13,3-4,3-14,3-15,4-5,4-16,4-17,5-6,6-7,6-18,6-19,7-8,7-20,7-21,8-22","-0.097100,-0.079400,-0.103400,0.116400,-0.419600,0.093400,0.088400,-0.599800,0.033700,0.033700,0.033700,0.038700,0.038700,0.048200,0.048200,0.056700,0.056700,0.051200,0.051200,0.057200,0.057200,0.396000"
C1[C@@H]2[C@H]3[C@@H]([C@H]1[C@H]4[C@@H]2O4)[C@@]5(C(=C([C@]3(C5(Cl)Cl)Cl)Cl)Cl)Cl,-4.82,-5.179,"c5,c5,c5,c5,c5,cx,cx,op,c5,c2,c2,c5,c5,cl,cl,cl,cl,cl,cl,hc,hc,hc,hc,hc,hc,h1,h1","1-2,1-5,1-20,1-21,2-3,2-7,2-22,3-4,3-12,3-23,4-5,4-9,4-24,5-6,5-25,6-7,6-8,6-26,7-8,7-27,9-10,9-13,9-19,10-11,10-18,11-12,11-17,12-13,12-16,13-14,13-15","-0.100400,-0.056700,-0.061700,-0.061700,-0.056700,0.050100,0.050100,-0.387600,0.048600,0.005700,0.005700,0.048600,0.123800,-0.078400,-0.078400,-0.063400,-0.040900,-0.040900,-0.063400,0.066700,0.066700,0.093700,0.103700,0.103700,0.093700,0.114700,0.114700"
c1ccc(cc1)C(=O)N,-11.0,-10.412,"ca,ca,ca,ca,ca,ca,c,o,nt,ha,ha,ha,ha,ha,hn,hn","1-2,1-6,1-10,2-3,2-11,3-4,3-12,4-5,4-7,5-6,5-13,6-14,7-8,7-9,9-15,9-16","-0.109000,-0.138500,-0.091000,-0.141600,-0.091000,-0.138500,0.670700,-0.610100,-0.674000,0.135000,0.137000,0.144500,0.144500,0.137000,0.312500,0.312500"
CC(C)[N+](=O)[O-],-3.13,-1.741,"c3,c3,c3,no,o,o,hc,hc,hc,h1,hc,hc,hc","1-2,1-7,1-8,1-9,2-3,2-4,2-10,3-11,3-12,3-13,4-5,4-6","-0.111100,-0.054000,-0.111100,0.222302,-0.211000,-0.211000,0.063033,0.063033,0.063033,0.097700,0.063033,0.063033,0.063033"
C(C(CO)O)O,-13.43,-10.14,"c3,c3,c3,oh,oh,oh,h1,h1,h1,h1,h1,ho,ho,ho","1-2,1-6,1-7,1-8,2-3,2-5,2-9,3-4,3-10,3-11,4-12,5-13,6-14","0.095900,0.070100,0.095900,-0.605800,-0.590800,-0.605800,0.056700,0.056700,0.079700,0.056700,0.056700,0.408500,0.417000,0.408500"
CCCI,-0.53,-0.443,"c3,c3,c3,i,hc,hc,hc,hc,hc,h1,h1","1-2,1-5,1-6,1-7,2-3,2-8,2-9,3-4,3-10,3-11","-0.099100,-0.074400,0.070500,-0.257900,0.039700,0.039700,0.039700,0.050200,0.050200,0.070700,0.070700"
COCCN,-6.55,-5.027,"c3,os,c3,c3,n8,h1,h1,h1,h1,h1,h1,h1,hn,hn","1-2,1-6,1-7,1-8,2-3,3-4,3-9,3-10,4-5,4-11,4-12,5-13,5-14","0.114700,-0.424600,0.122400,0.122800,-0.918800,0.031700,0.031700,0.031700,0.057700,0.057700,0.037200,0.037200,0.349300,0.349300"
C(C(Cl)(Cl)Cl)Cl,-1.43,-0.091,"c3,c3,cl,cl,cl,cl,h1,h1","1-2,1-6,1-7,1-8,2-3,2-4,2-5","0.008000,0.241201,-0.104067,-0.104067,-0.104067,-0.134400,0.098700,0.098700"
CCC(=O)OC,-2.93,-3.652,"c3,c3,c,o,os,c3,hc,hc,hc,hc,hc,h1,h1,h1","1-2,1-7,1-8,1-9,2-3,2-10,2-11,3-4,3-5,5-6,6-12,6-13,6-14","-0.094100,-0.126400,0.630098,-0.541000,-0.443900,0.125700,0.048367,0.048367,0.048367,0.076700,0.076700,0.050367,0.050367,0.050367"
C1CCCC1,1.2,1.648,"c5,c5,c5,c5,c5,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc","1-2,1-5,1-6,1-7,2-3,2-8,2-9,3-4,3-10,3-11,4-5,4-12,4-13,5-14,5-15","-0.078600,-0.078600,-0.078600,-0.078600,-0.078600,0.039300,0.039300,0.039300,0.039300,0.039300,0.039300,0.039300,0.039300,0.039300,0.039300"
CCc1cccnc1,-4.59,-2.965,"c3,c3,ca,ca,ca,ca,nb,ca,hc,hc,hc,hc,hc,ha,ha,h4,h4","1-2,1-9,1-10,1-11,2-3,2-12,2-13,3-4,3-8,4-5,4-14,5-6,5-15,6-7,6-16,7-8,8-17","-0.090100,-0.034100,-0.191600,-0.093000,-0.243300,0.388200,-0.664000,0.394200,0.037700,0.037700,0.037700,0.049200,0.049200,0.138000,0.142000,0.021100,0.021100"
Cc1cc(cnc1)C,-4.84,-2.869,"c3,ca,ca,ca,ca,nb,ca,c3,hc,hc,hc,ha,h4,h4,hc,hc,hc","1-2,1-9,1-10,1-11,2-3,2-7,3-4,3-12,4-5,4-8,5-6,5-13,6-7,7-14,8-15,8-16,8-17","-0.049800,-0.187600,-0.098000,-0.187600,0.386200,-0.660998,0.386200,-0.049800,0.047033,0.047033,0.047033,0.137000,0.021100,0.021100,0.047033,0.047033,0.047033"
COCCO,-6.619999999999999,-4.686,"c3,os,c3,c3,oh,h1,h1,h1,h1,h1,h1,h1,ho","1-2,1-6,1-7,1-8,2-3,3-4,3-9,3-10,4-5,4-11,4-12,5-13","0.109700,-0.417600,0.083400,0.091400,-0.598801,0.033367,0.033367,0.033367,0.060200,0.060200,0.057700,0.057700,0.396000"
COC=O,-2.78,-4.028,"c3,os,c,o,h1,h1,h1,h5","1-2,1-5,1-6,1-7,2-3,3-4,3-8","0.121700,-0.447900,0.626900,-0.537000,0.051700,0.051700,0.051700,0.081200"
c1ccc2cc(ccc2c1)N,-7.47,-8.003,"ca,ca,ca,ca,ca,ca,ca,ca,ca,ca,nv,ha,ha,ha,ha,ha,ha,ha,hn,hn","1-2,1-10,1-12,2-3,2-13,3-4,3-14,4-5,4-9,5-6,5-15,6-7,6-11,7-8,7-16,8-9,8-17,9-10,10-18,11-19,11-20","-0.143000,-0.118000,-0.131000,0.004000,-0.200000,0.139600,-0.168000,-0.086000,-0.071000,-0.104000,-0.817200,0.130000,0.130000,0.131000,0.133000,0.132000,0.132000,0.129000,0.388800,0.388800"
Cc1c[nH]cn1,-10.27,-8.205,"c3,cc,cd,na,cd,nc,hc,hc,hc,h4,hn,h5","1-2,1-7,1-8,1-9,2-3,2-6,3-4,3-10,4-5,4-11,5-6,5-12","-0.113400,0.304600,-0.261600,-0.322900,0.386400,-0.664999,0.046033,0.046033,0.046033,0.176000,0.298700,0.059100"
Cc1cccc(c1)[N+](=O)[O-],-3.45,-3.278,"c3,ca,ca,ca,ca,ca,ca,no,o,o,hc,hc,hc,ha,ha,ha,ha","1-2,1-11,1-12,1-13,2-3,2-7,3-4,3-14,4-5,4-15,5-6,5-16,6-7,6-8,7-17,8-9,8-10","-0.058800,-0.081300,-0.092000,-0.135000,-0.074000,-0.171200,-0.072000,0.313199,-0.209000,-0.209000,0.052367,0.052367,0.052367,0.144000,0.148000,0.170000,0.170000"
C(CCCl)CCl,-2.32,-0.404,"c3,c3,c3,cl,c3,cl,hc,hc,hc,hc,h1,h1,h1,h1","1-2,1-5,1-7,1-8,2-3,2-9,2-10,3-4,3-11,3-12,5-6,5-13,5-14","-0.090400,-0.090400,0.035500,-0.200900,0.035500,-0.200900,0.058450,0.058450,0.058450,0.058450,0.069450,0.069450,0.069450,0.069450"
CC(=O)CO[N+](=O)[O-],-5.99,-5.362,"c3,c,o,c3,os,no,o,o,hc,hc,hc,h1,h1","1-2,1-9,1-10,1-11,2-3,2-4,4-5,4-12,4-13,5-6,6-7,6-8","-0.210100,0.555101,-0.511100,0.015400,-0.339000,0.372200,-0.174000,-0.174000,0.078033,0.078033,0.078033,0.115700,0.115700"
CC(C)(C)c1ccccc1,-0.44,-0.803,"c3,c3,c3,c3,ca,ca,ca,ca,ca,ca,hc,hc,hc,hc,hc,hc,hc,hc,hc,ha,ha,ha,ha,ha","1-2,1-11,1-12,1-13,2-3,2-4,2-5,3-14,3-15,3-16,4-17,4-18,4-19,5-6,5-10,6-7,6-20,7-8,7-21,8-9,8-22,9-10,9-23,10-24","-0.085767,-0.009700,-0.085767,-0.085767,-0.064300,-0.128500,-0.130000,-0.133998,-0.130000,-0.128500,0.036811,0.036811,0.036811,0.036811,0.036811,0.036811,0.036811,0.036811,0.036811,0.131500,0.129000,0.130000,0.129000,0.131500"
CCCCCC(=O)OC,-2.49,-3.299,"c3,c3,c3,c3,c3,c,o,os,c3,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,h1,h1,h1","1-2,1-10,1-11,1-12,2-3,2-13,2-14,3-4,3-15,3-16,4-5,4-17,4-18,5-6,5-19,5-20,6-7,6-8,8-9,9-21,9-22,9-23","-0.093100,-0.081400,-0.081400,-0.077400,-0.126400,0.625098,-0.542000,-0.442900,0.125700,0.033367,0.033367,0.033367,0.039700,0.039700,0.046200,0.046200,0.057200,0.057200,0.078200,0.078200,0.050367,0.050367,0.050367"
C[C@@H](C(F)(F)F)O,-4.16,-3.518,"c3,c3,c3,f,f,f,oh,hc,hc,hc,h1,ho","1-2,1-8,1-9,1-10,2-3,2-7,2-11,3-4,3-5,3-6,7-12","-0.141100,0.122100,0.582900,-0.237967,-0.237967,-0.237967,-0.567800,0.063367,0.063367,0.063367,0.111700,0.416000"
CCCCCBr,-0.1,0.824,"c3,c3,c3,c3,c3,br,hc,hc,hc,hc,hc,hc,hc,hc,hc,h1,h1","1-2,1-7,1-8,1-9,2-3,2-10,2-11,3-4,3-12,3-13,4-5,4-14,4-15,5-6,5-16,5-17","-0.093100,-0.080400,-0.084400,-0.078400,-0.007000,-0.183400,0.032700,0.032700,0.032700,0.039700,0.039700,0.049200,0.049200,0.053700,0.053700,0.071700,0.071700"
CCCCCCC=C,1.92,2.895,"c3,c3,c3,c3,c3,c3,c2,c2,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,ha,ha,ha","1-2,1-9,1-10,1-11,2-3,2-12,2-13,3-4,3-14,3-15,4-5,4-16,4-17,5-6,5-18,5-19,6-7,6-20,6-21,7-8,7-22,8-23,8-24","-0.092100,-0.079400,-0.078400,-0.079400,-0.075400,-0.052200,-0.163200,-0.226999,0.032033,0.032033,0.032033,0.038200,0.038200,0.038700,0.038700,0.040200,0.040200,0.042200,0.042200,0.046700,0.046700,0.119000,0.110000,0.110000"
CC1=CC(=O)[C@@H](CC1)C(C)C,-4.51,-3.825,"c3,c2,ce,c,o,c6,c6,c6,c3,c3,c3,hc,hc,hc,ha,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc","1-2,1-12,1-13,1-14,2-3,2-8,3-4,3-15,4-5,4-6,6-7,6-9,6-16,7-8,7-17,7-18,8-19,8-20,9-10,9-11,9-21,10-22,10-23,10-24,11-25,11-26,11-27","-0.072900,-0.042400,-0.260200,0.571302,-0.536100,-0.157700,-0.072400,-0.059200,-0.055700,-0.094600,-0.094600,0.050700,0.050700,0.050700,0.148000,0.076700,0.050700,0.050700,0.057700,0.057700,0.049700,0.038533,0.038533,0.038533,0.038533,0.038533,0.038533"
CC(C)O,-4.74,-3.427,"c3,c3,c3,oh,hc,hc,hc,h1,hc,hc,hc,ho","1-2,1-5,1-6,1-7,2-3,2-4,2-8,3-9,3-10,3-11,4-12","-0.129100,0.135100,-0.129100,-0.599802,0.042367,0.042367,0.042367,0.073700,0.042367,0.042367,0.042367,0.395000"
CCCCCCN,-3.95,-2.772,"c3,c3,c3,c3,c3,c3,n8,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,h1,h1,hn,hn","1-2,1-8,1-9,1-10,2-3,2-11,2-12,3-4,3-13,3-14,4-5,4-15,4-16,5-6,5-17,5-18,6-7,6-19,6-20,7-21,7-22","-0.093100,-0.079400,-0.079400,-0.079400,-0.084400,0.158800,-0.916800,0.032700,0.032700,0.032700,0.038700,0.038700,0.038700,0.038700,0.038700,0.038700,0.050200,0.050200,0.024200,0.024200,0.347300,0.347300"
C(CO[N+](=O)[O-])CO[N+](=O)[O-],-4.8,-5.322,"c3,c3,os,no,o,o,c3,os,no,o,o,hc,hc,h1,h1,h1,h1","1-2,1-7,1-12,1-13,2-3,2-14,2-15,3-4,4-5,4-6,7-8,7-16,7-17,8-9,9-10,9-11","-0.154400,0.133400,-0.351000,0.374200,-0.175000,-0.175000,0.133400,-0.351000,0.374200,-0.175000,-0.175000,0.088200,0.088200,0.091200,0.091200,0.091200,0.091200"
Cc1ccc(c(c1)C)O,-6.01,-4.98,"c3,ca,ca,ca,ca,ca,ca,c3,oh,hc,hc,hc,ha,ha,ha,hc,hc,hc,ho","1-2,1-10,1-11,1-12,2-3,2-7,3-4,3-13,4-5,4-14,5-6,5-9,6-7,6-8,7-15,8-16,8-17,8-18,9-19","-0.047800,-0.107300,-0.097000,-0.206000,0.115100,-0.095300,-0.101000,-0.042800,-0.499102,0.042367,0.042367,0.042367,0.132000,0.132000,0.134000,0.046367,0.046367,0.046367,0.417000"
CCCCCO,-4.57,-3.054,"c3,c3,c3,c3,c3,oh,hc,hc,hc,hc,hc,hc,hc,hc,hc,h1,h1,ho","1-2,1-7,1-8,1-9,2-3,2-10,2-11,3-4,3-12,3-13,4-5,4-14,4-15,5-6,5-16,5-17,6-18","-0.093100,-0.081400,-0.078400,-0.122400,0.127400,-0.600800,0.033700,0.033700,0.033700,0.039700,0.039700,0.037700,0.037700,0.053700,0.053700,0.044200,0.044200,0.397000"
CCC[C@@H](C)O,-4.39,-2.945,"c3,c3,c3,c3,c3,oh,hc,hc,hc,hc,hc,hc,hc,h1,hc,hc,hc,ho","1-2,1-7,1-8,1-9,2-3,2-10,2-11,3-4,3-12,3-13,4-5,4-6,4-14,5-15,5-16,5-17,6-18","-0.094100,-0.075400,-0.113400,0.135100,-0.127100,-0.599802,0.034367,0.034367,0.034367,0.039700,0.039700,0.047200,0.047200,0.076700,0.042367,0.042367,0.042367,0.394000"
CCCC[C@@H](C)CC,2.97,3.03,"c3,c3,c3,c3,c3,c3,c3,c3,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc","1-2,1-9,1-10,1-11,2-3,2-12,2-13,3-4,3-14,3-15,4-5,4-16,4-17,5-6,5-7,5-18,6-19,6-20,6-21,7-8,7-22,7-23,8-24,8-25,8-26","-0.092600,-0.080400,-0.077400,-0.075400,-0.066700,-0.090100,-0.077400,-0.092600,0.032033,0.032033,0.032033,0.038200,0.038200,0.038700,0.038700,0.040700,0.040700,0.048700,0.032700,0.032700,0.032700,0.038700,0.038700,0.032367,0.032367,0.032367"
C[C@@H](c1ccc(cc1)CC(C)C)C(=O)O,-7.0,-10.857,"c3,c3,ca,ca,ca,ca,ca,ca,c3,c3,c3,c3,c,o,oh,hc,hc,hc,hc,ha,ha,ha,ha,hc,hc,hc,hc,hc,hc,hc,hc,hc,ho","1-2,1-16,1-17,1-18,2-3,2-13,2-19,3-4,3-8,4-5,4-20,5-6,5-21,6-7,6-9,7-8,7-22,8-23,9-10,9-24,9-25,10-11,10-12,10-26,11-27,11-28,11-29,12-30,12-31,12-32,13-14,13-15,15-33","-0.089100,-0.053400,-0.098300,-0.112000,-0.130000,-0.065300,-0.130000,-0.112000,-0.038100,-0.063700,-0.092100,-0.092100,0.638099,-0.548000,-0.608100,0.050367,0.050367,0.050367,0.085700,0.141000,0.135000,0.135000,0.141000,0.049700,0.049700,0.051700,0.035200,0.035200,0.035200,0.035200,0.035200,0.035200,0.443000"
CCOC(=O)C[C@H](C(=O)OCC)SP(=S)(OC)OC,-8.15,-11.194,"c3,c3,os,c,o,c3,c3,c,o,os,c3,c3,ss,p5,s,os,c3,os,c3,hc,hc,hc,h1,h1,hc,hc,h1,h1,h1,hc,hc,hc,h1,h1,h1,h1,h1,h1","1-2,1-20,1-21,1-22,2-3,2-23,2-24,3-4,4-5,4-6,6-7,6-25,6-26,7-8,7-13,7-27,8-9,8-10,10-11,11-12,11-28,11-29,12-30,12-31,12-32,13-14,14-15,14-16,14-18,16-17,17-33,17-34,17-35,18-19,19-36,19-37,19-38","-0.131100,0.141400,-0.431900,0.646100,-0.550000,-0.125400,-0.042600,0.652097,-0.525000,-0.423900,0.140400,-0.132100,0.263500,-0.593800,0.145000,-0.230200,0.106700,-0.230200,0.106700,0.052700,0.052700,0.052700,0.061200,0.061200,0.095200,0.095200,0.126700,0.065200,0.065200,0.053367,0.053367,0.053367,0.054367,0.054367,0.054367,0.054367,0.054367,0.054367"
Cc1ccc(cc1C)O,-6.5,-5.471,"c3,ca,ca,ca,ca,ca,ca,c3,oh,hc,hc,hc,ha,ha,ha,hc,hc,hc,ho","1-2,1-10,1-11,1-12,2-3,2-7,3-4,3-13,4-5,4-14,5-6,5-9,6-7,6-15,7-8,8-16,8-17,8-18,9-19","-0.046800,-0.113300,-0.089000,-0.215000,0.122100,-0.155000,-0.043300,-0.054800,-0.498100,0.041700,0.041700,0.041700,0.132000,0.132000,0.149000,0.045700,0.045700,0.045700,0.418000"
Cc1cc(ccc1Cl)O,-6.79,-5.14,"c3,ca,ca,ca,ca,ca,ca,cl,oh,hc,hc,hc,ha,ha,ha,ho","1-2,1-10,1-11,1-12,2-3,2-7,3-4,3-13,4-5,4-9,5-6,5-14,6-7,6-15,7-8,9-16","-0.058800,-0.026300,-0.210000,0.130100,-0.155000,-0.087000,-0.022600,-0.097400,-0.495099,0.053033,0.053033,0.053033,0.138000,0.155000,0.149000,0.421000"
CCCC/C=C/C,1.68,2.78,"c3,c3,c3,c3,c2,c2,c3,hc,hc,hc,hc,hc,hc,hc,hc,hc,ha,ha,hc,hc,hc","1-2,1-8,1-9,1-10,2-3,2-11,2-12,3-4,3-13,3-14,4-5,4-15,4-16,5-6,5-17,6-7,6-18,7-19,7-20,7-21","-0.093100,-0.080400,-0.075400,-0.048200,-0.170200,-0.174200,-0.062900,0.032033,0.032033,0.032033,0.038700,0.038700,0.041200,0.041200,0.045700,0.045700,0.121000,0.118000,0.039367,0.039367,0.039367"
CCCOCCC,-1.16,-0.004,"c3,c3,c3,os,c3,c3,c3,hc,hc,hc,hc,hc,h1,h1,h1,h1,hc,hc,hc,hc,hc","1-2,1-8,1-9,1-10,2-3,2-11,2-12,3-4,3-13,3-14,4-5,5-6,5-15,5-16,6-7,6-17,6-18,7-19,7-20,7-21","-0.094100,-0.109400,0.128400,-0.423602,0.128400,-0.109400,-0.094100,0.033367,0.033367,0.033367,0.049700,0.049700,0.043700,0.043700,0.043700,0.043700,0.049700,0.049700,0.033367,0.033367,0.033367"
C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,-3.2,-3.35,"c3,c6,c6,c6,c6,c6,c6,oh,c3,c3,c3,hc,hc,hc,hc,hc,hc,hc,hc,hc,h1,hc,hc,ho,hc,hc,hc,hc,hc,hc,hc","1-2,1-12,1-13,1-14,2-3,2-7,2-15,3-4,3-16,3-17,4-5,4-18,4-19,5-6,5-9,5-20,6-7,6-8,6-21,7-22,7-23,8-24,9-10,9-11,9-25,10-26,10-27,10-28,11-29,11-30,11-31","-0.090100,-0.062700,-0.077400,-0.072400,-0.086700,0.141100,-0.107400,-0.595802,-0.058700,-0.093100,-0.093100,0.034700,0.034700,0.034700,0.049700,0.041200,0.041200,0.044200,0.044200,0.046700,0.075700,0.047200,0.047200,0.395000,0.053700,0.034367,0.034367,0.034367,0.034367,0.034367,0.034367"
CCNc1nc(nc(n1)SC)NC(C)(C)C,-6.68,-9.271,"c3,c3,nu,ca,nb,ca,nb,ca,nb,ss,c3,nu,c3,c3,c3,c3,hc,hc,hc,h1,h1,hn,h1,h1,h1,hn,hc,hc,hc,hc,hc,hc,hc,hc,hc","1-2,1-17,1-18,1-19,2-3,2-20,2-21,3-4,3-22,4-5,4-9,5-6,6-7,6-12,7-8,8-9,8-10,10-11,11-23,11-24,11-25,12-13,12-26,13-14,13-15,13-16,14-27,14-28,14-29,15-30,15-31,15-32,16-33,16-34,16-35","-0.130100,0.197800,-0.820900,0.917900,-0.846000,0.934901,-0.797000,0.796300,-0.840000,-0.197400,-0.067000,-0.836900,0.246200,-0.107100,-0.107100,-0.107100,0.043700,0.043700,0.043700,0.063700,0.063700,0.423800,0.075033,0.075033,0.075033,0.435800,0.046700,0.046700,0.046700,0.046700,0.046700,0.046700,0.046700,0.046700,0.046700"
CC(C)CC(C)(C)C,2.89,2.542,"c3,c3,c3,c3,c3,c3,c3,c3,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc","1-2,1-9,1-10,1-11,2-3,2-4,2-12,3-13,3-14,3-15,4-5,4-16,4-17,5-6,5-7,5-8,6-18,6-19,6-20,7-21,7-22,7-23,8-24,8-25,8-26","-0.090100,-0.065700,-0.090100,-0.066400,-0.052000,-0.086767,-0.086767,-0.086767,0.032700,0.032700,0.032700,0.048700,0.032700,0.032700,0.032700,0.038700,0.038700,0.033589,0.033589,0.033589,0.033589,0.033589,0.033589,0.033589,0.033589,0.033589"
CCCCC(=O)CCCC,-2.64,-2.364,"c3,c3,c3,c3,c,o,c3,c3,c3,c3,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc","1-2,1-11,1-12,1-13,2-3,2-14,2-15,3-4,3-16,3-17,4-5,4-18,4-19,5-6,5-7,7-8,7-20,7-21,8-9,8-22,8-23,9-10,9-24,9-25,10-26,10-27,10-28","-0.094100,-0.084400,-0.070400,-0.182400,0.571098,-0.535100,-0.182400,-0.070400,-0.084400,-0.094100,0.033367,0.033367,0.033367,0.042200,0.042200,0.050700,0.050700,0.063700,0.063700,0.063700,0.063700,0.050700,0.050700,0.042200,0.042200,0.033367,0.033367,0.033367"
CCCCN(CC)C(=O)SCCC,-3.64,-4.573,"c3,c3,c3,c3,n,c3,c3,c,o,ss,c3,c3,c3,hc,hc,hc,hc,hc,hc,hc,h1,h1,h1,h1,hc,hc,hc,h1,h1,hc,hc,hc,hc,hc","1-2,1-14,1-15,1-16,2-3,2-17,2-18,3-4,3-19,3-20,4-5,4-21,4-22,5-6,5-8,6-7,6-23,6-24,7-25,7-26,7-27,8-9,8-10,10-11,11-12,11-28,11-29,12-13,12-30,12-31,13-32,13-33,13-34","-0.091100,-0.081400,-0.093400,0.091000,-0.459800,0.089000,-0.118100,0.686703,-0.610100,-0.274700,-0.007300,-0.074400,-0.097100,0.033033,0.033033,0.033033,0.046700,0.046700,0.043200,0.043200,0.059700,0.059700,0.058200,0.058200,0.045033,0.045033,0.045033,0.087700,0.087700,0.047700,0.047700,0.040033,0.040033,0.040033"
